District;Age;Community name;Is girl currently enrolled in school?;InOutScore;School name;Level;Current class;Is girl an AfriKids STEM or SRHR club member?;Does girl have any form of disability?;DisabScore;Type of disability /hearing impairment;Type of disability /visual impairment;Type of disability /speech impairment;Type of disability /physical impairment;Type of disability /other impairment;Is girl orphaned (i.e. both or either parent deceased)?;OrphScore;Who is deceased?;OrphTypeScore;Who is the girl living with? Select as many as apply/Father;Who is the girl living with? Select as many as apply/Mother;Who is the girl living with? Select as many as apply/Step Father;Who is the girl living with? Select as many as apply/Step Mother;Who is the girl living with? Select as many as apply/Auntie;Who is the girl living with? Select as many as apply/Uncle;Who is the girl living with? Select as many as apply/Sibling;Who is the girl living with? Select as many as apply/Cousin;Who is the girl living with? Select as many as apply/Grandmother;Who is the girl living with? Select as many as apply/Grandfather;Who is the girl living with? Select as many as apply/Nephew;Who is the girl living with? Select as many as apply/Niece;Who is the girl living with? Select as many as apply/Son;Who is the girl living with? Select as many as apply/Daughter;Who is the girl living with? Select as many as apply/Non-family member;Who is the girl living with? Select as many as apply/Other;Specify the other;How many people does girl live with in her household?;IncomeScore;What are the sources of income to the girl's household? SELECT AS MANY AS APPLY/Salary/Wages;What are the sources of income to the girl's household? SELECT AS MANY AS APPLY/Income from business or trade;What are the sources of income to the girl's household? SELECT AS MANY AS APPLY/Sales from farming products;What are the sources of income to the girl's household? SELECT AS MANY AS APPLY/Sales from other sources;What are the sources of income to the girl's household? SELECT AS MANY AS APPLY/No income;What are the sources of income to the girl's household? SELECT AS MANY AS APPLY/Other source of income;IncomeScore2;What is the girl's household ability to meet the following needs? SELECT AS MANY AS APPLY;Food;FoodScore;Shelter;ShelterScore;Education;EducationScore;HealthScore;How old is head of girl's household? Girl should estimate if not known;HouseAgeScore;How many siblings does she have?;How many of the siblings are younger than her?;PregScore;girlchild;How many days was girl absent from school for the current academic term? Probe and estimate or ask teachers;In past 30 days, did girl's household member go to sleep hungry because there was not enough food?;SleepHungScore;HungerFreg;NightAdultScore;AdultCareScore;What is girl's plan for saving and using money in the future? SELECT AS MANY AS APPLY/None;What is girl's plan for saving and using money in the future? SELECT AS MANY AS APPLY/Start a business;What is girl's plan for saving and using money in the future? SELECT AS MANY AS APPLY/Help family with expenses;What is girl's plan for saving and using money in the future? SELECT AS MANY AS APPLY/Buy personal items for myself;What is girl's plan for saving and using money in the future? SELECT AS MANY AS APPLY/Pay school expenses;What is girl's plan for saving and using money in the future? SELECT AS MANY AS APPLY/Other;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Underwear;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Sanitary pad product;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Clothes(house wear);Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Food;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Shelter/accommodation;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Airtime/credit for phone;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Mobile phone;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/NHIS card/Activation of NHIS card;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Text Books and other learning materials;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/School uniform;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/School bag;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Disability device(Wheel chair, medicated glasses etc);Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Footwear;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Bicycle;Which are girl's basic needs? PLEASE PROBE AND SELECT AS MANY AS APPLY/Other;BasicNeedScore;UniformScore;UniformNewScore;How much does girl's household rely on her to help with expenses? 2;How easy is it for girl to help her household with expenses?2;Has anyone (parent or guardian) attempted to marry her off before?2;Has the girl herself gone to live with a man/boy before?2;How will describe the severity of the girls’ need in the following;Sanitary pad product and underwear2;ClothNeed;FoodNeed;ShelterNeed;PhoneNeed;TradeNeed;CaterNeed;InsuranceNeed;TextBookNeed;UniformNeed;BagNeed;Transport Need;FootwearNeed;DisabDeviceNeed;CounselNeed;EnumAssessmetScore;OtherIndicatorScores;OverallScore
Builsa South;13;Zeng;Yes;1;Zeng Junior High/Prim;JHS;JHS 1;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;6;5;0;0;0;0;1;0;1;;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;Always struggle to pay;0;1;41-50;0;4;1;0;0;3;No;0;0;1;1;0;0;0;1;1;0;1;0;1;0;0;0;0;1;1;1;1;0;1;1;0;8;0;1;0;0;0;0;;0;2;0;0;0;0;2;1;2;2;2;2;2;0;1;15;44;59
Mamprugu Moagduri;11;Kikaayiri;No;0;;;;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;7;5;0;0;1;0;0;0;1;;Always struggle to pay;2;Always able to pay without struggle;0;Always able to pay without struggle;1;2;41-50;0;6;2;0;0;;Yes;1;3;0;1;0;0;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;1;1;0;7;2;1;0;0;0;0;;2;2;2;0;0;2;2;2;0;0;0;2;2;0;1;15;48;63
Builsa South;13;Longmiisa;Yes;1;Fumbisi Preparatory;JHS;JHS 1;Yes;No;0;;;;;;Yes;1;Father;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;10;5;0;1;0;0;0;1;2;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;1;31-40;0;5;2;0;0;4;Yes;1;3;0;2;0;0;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;1;0;11;1;1;0;0;0;0;;2;1;1;0;1;0;0;2;2;2;2;2;2;0;0;15;54;69
Mamprugu Moagduri;13;Kikaayiri;Yes;1;Kikaayiri D/A Basic;JHS;JHS 1;Yes;No;0;;;;;;No;0;;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;6;5;0;0;1;0;0;0;1;;Sometimes struggle to pay with struggle;1;Sometimes struggle to pay with struggle;1;Sometimes struggle to pay with struggle;2;2;31-40;0;5;3;0;0;2;No;0;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;9;1;1;0;0;0;0;;2;2;1;1;0;0;1;2;2;2;2;1;2;0;1;15;49;64
Binduri;14;ZAAGO NO.1;Yes;1;BENGURI Basic;Primary;Primary 6;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;8;5;0;0;1;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Always struggle to pay;0;2;41-50;0;5;2;0;0;3;No;0;0;0;3;0;1;0;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;9;1;1;0;0;0;0;;2;2;1;0;0;0;1;2;2;2;2;1;2;0;0;15;50;65
Builsa South;16;Naadema;Yes;1;Naadema st. Augustine JHS;JHS;JHS 1;No;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;5;2;0;1;0;0;0;0;1;;Sometimes struggle to pay with struggle;1;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;0;51-65;1;5;2;0;0;3;Yes;1;3;2;1;0;1;0;1;1;0;1;1;0;1;0;0;0;0;1;1;1;0;1;1;0;8;0;0;1;2;0;0;;2;1;2;2;0;2;2;2;2;2;2;2;2;0;2;15;60;75
Mamprugu Moagduri;15;Kikaayiri;No;0;;;;No;No;0;;;;;;Yes;1;Mother;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;20;5;0;0;1;0;0;0;1;;Always struggle to pay;2;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;2;0;41-50;0;6;5;0;0;;Yes;1;3;0;2;0;0;1;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;1;1;0;7;2;1;0;0;0;0;;2;2;2;0;0;0;0;2;0;0;0;2;2;0;2;15;49;64
Builsa South;16;Zeng;Yes;1;Zeng Junior High/Prim;JHS;JHS 2;Yes;Yes;5;0;1;0;0;1;Yes;1;Father;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;;3;5;0;0;0;0;1;0;1;;Always struggle to pay;2;Sometimes struggle to pay with struggle;1;Always struggle to pay;1;2;41-50;0;4;0;0;0;0;Yes;1;5;2;2;0;0;0;0;1;0;1;1;0;1;0;0;0;1;1;1;1;1;1;1;0;10;0;1;0;0;0;0;;2;0;2;0;0;0;2;2;2;2;2;2;2;1;1;15;66;81
Mamprugu Moagduri;17;Yagaba;Yes;1;Yagaba R/C JHS/PRIM;JHS;JHS 2;Yes;No;0;;;;;;No;0;;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;;20;1;0;1;1;0;0;0;2;;Sometimes struggle to pay with struggle;1;Always struggle to pay;2;Sometimes struggle to pay with struggle;1;1;51-65;1;5;1;0;0;4;Yes;1;1;0;1;0;0;1;1;0;0;1;1;1;1;0;0;0;0;1;1;1;0;1;0;0;8;0;0;0;0;0;0;;2;2;0;0;0;0;0;2;2;2;2;2;2;0;0;30;44;74
Mamprugu Moagduri;14;Kikaayiri;No;0;;;;No;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;20;5;0;0;1;0;0;0;1;;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;Sometimes struggle to pay with struggle;2;2;41-50;0;7;7;0;0;;Yes;1;3;1;2;1;0;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;10;2;1;0;0;0;0;;2;2;1;1;1;0;0;2;2;2;2;0;2;0;1;15;52;67
Binduri;14;BENGURI;Yes;1;BENGURI Basic;Primary;Primary 6;Yes;Don't know;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;6;5;0;0;0;1;0;0;1;;Sometimes struggle to pay with struggle;1;Sometimes struggle to pay with struggle;1;Always struggle to pay;0;2;41-50;0;4;3;0;0;5;No;0;0;0;3;0;1;1;1;0;0;1;1;1;0;0;0;0;1;1;1;1;0;1;1;0;9;1;1;0;0;0;0;;2;2;1;0;0;0;1;2;2;2;2;1;2;0;0;15;51;66
Builsa South;13;Naadema;Yes;1;Naadema st. Augustine JHS;JHS;JHS 1;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;6;2;0;1;0;0;0;0;1;;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;2;1;51-65;1;6;0;0;0;1;No;0;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;5;0;1;1;2;0;0;;0;1;1;1;0;1;1;1;2;2;1;1;1;0;2;15;42;57
Builsa South;15;Zeng;Yes;1;Zeng Junior High/Prim;JHS;JHS 2;Yes;Yes;5;0;0;0;0;1;Yes;1;Father;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;5;5;0;0;0;0;1;0;1;;Always struggle to pay;2;Always struggle to pay;2;Always struggle to pay;1;2;41-50;0;5;0;0;0;0;Yes;1;5;2;2;0;0;0;0;1;0;1;1;1;1;0;0;0;1;1;1;1;1;1;0;0;10;1;1;0;0;0;0;;1;2;2;0;0;0;1;2;2;2;2;0;2;2;2;30;68;98
Mamprugu Moagduri;18;Yagaba;Yes;1;Yagaba R/C JHS/PRIM;JHS;JHS 2;Yes;No;0;;;;;;No;0;;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;;999;2;0;0;1;1;0;0;2;;Always able to pay without struggle;0;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;2;0;65+;2;3;1;0;0;0;No;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;0;1;0;1;1;1;0;1;1;0;8;1;1;0;0;0;0;;2;0;0;0;1;0;0;2;2;2;2;1;1;0;0;15;36;51
Binduri;18;BENGURI;No;0;;;;No;Yes;5;0;0;0;1;0;Yes;1;Father;1;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;;16;5;0;0;1;0;0;0;1;;Always struggle to pay;2;Sometimes struggle to pay with struggle;1;Always struggle to pay;0;2;41-50;0;6;5;0;0;;Yes;1;3;0;3;0;1;1;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;1;1;0;7;2;1;0;0;0;0;;2;2;2;0;2;2;2;2;0;0;0;2;2;2;2;30;66;96
Builsa South;16;Naadema;Yes;1;Naadema st. Augustine JHS;JHS;JHS 2;No;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;6;5;0;0;0;0;1;0;1;;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;1;1;51-65;1;3;2;0;0;7;No;0;0;1;1;0;1;0;1;1;0;0;1;0;1;0;0;0;0;1;1;1;0;1;0;0;6;0;0;1;2;0;0;;2;1;1;1;0;2;2;1;2;2;1;1;1;0;2;15;51;66
Builsa South;14;Yerinsa;Yes;1;Fumbisi Preparatory;JHS;JHS 1;Yes;No;0;;;;;;Yes;1;Father;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;2;0;1;0;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;1;31-40;0;3;3;0;0;3;Yes;1;3;0;2;0;1;1;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;10;0;0;0;0;0;0;;2;1;1;0;0;1;0;2;2;2;2;2;2;0;0;15;46;61
Mamprugu Moagduri;15;Yagaba;Yes;1;Yagaba R/C JHS/PRIM;JHS;JHS 2;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;10;2;0;1;1;0;0;0;2;;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;Sometimes struggle to pay with struggle;2;0;51-65;1;5;3;0;0;0;Yes;1;1;1;1;0;0;0;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;1;0;11;0;0;0;0;0;0;;2;1;0;0;1;0;0;2;2;2;2;1;2;0;0;30;43;73
Builsa South;13;Zeng;Yes;1;Zeng Junior High/Prim;Primary;Primary 6;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;;9;5;0;0;0;0;1;0;1;;Always struggle to pay;2;Always struggle to pay;2;Always struggle to pay;0;2;41-50;0;7;5;0;0;1;Yes;1;3;1;1;0;0;1;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;9;1;1;0;0;0;0;;2;2;2;0;0;0;2;2;2;2;2;2;2;0;1;15;59;74
Builsa South;13;Naadema;Yes;1;Naadema st. Augustine JHS;JHS;JHS 2;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;;12;2;0;1;0;0;0;0;1;;Sometimes struggle to pay with struggle;1;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;1;0;51-65;1;5;4;0;0;7;Yes;1;3;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;1;1;0;1;0;0;6;0;1;1;2;0;0;;0;1;1;1;0;1;2;1;2;2;2;1;2;0;2;30;52;82
Mamprugu Moagduri;14;Yagaba;Yes;1;Yagaba R/C JHS/PRIM;JHS;JHS 1;Yes;No;0;;;;;;No;0;;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;;999;2;0;1;1;0;0;0;2;;Sometimes struggle to pay with struggle;1;Always struggle to pay;2;Sometimes struggle to pay with struggle;2;1;65+;2;5;3;0;0;14;No;0;0;1;2;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;5;1;1;0;0;0;0;;2;1;1;0;0;0;0;2;2;2;2;1;2;0;0;30;50;80
Builsa South;13;Zeng;Yes;1;Zeng Junior High/Prim;Primary;Primary 5;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;;9;5;0;0;0;0;1;0;1;;Always struggle to pay;2;Always struggle to pay;2;Always struggle to pay;2;1;31-40;0;5;3;0;0;3;Yes;1;3;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;1;1;1;1;0;0;1;0;8;0;1;0;0;0;0;;2;2;2;0;0;0;1;2;2;2;2;0;2;0;1;15;53;68
Binduri;15;TEGBELI;Yes;1;BENGURI Basic;JHS;JHS 1;Yes;No;0;;;;;;Yes;1;Father;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;;11;5;0;0;1;0;0;0;1;;Always struggle to pay;2;Always able to pay without struggle;0;Always struggle to pay;2;2;41-50;0;6;2;0;0;3;No;0;0;0;3;0;0;0;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;10;1;1;0;0;0;2;;2;2;2;0;0;0;2;2;2;2;2;1;2;0;0;15;60;75
Binduri;16;Sakpari;No;0;;;;No;No;0;;;;;;No;0;;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;;7;5;0;0;1;0;1;0;2;;Always struggle to pay;2;Sometimes struggle to pay with struggle;1;Always struggle to pay;1;2;51-65;1;4;2;3;0;;Yes;1;3;0;2;0;1;1;1;0;0;1;1;1;1;0;0;1;1;0;0;0;0;1;1;0;8;2;1;2;3;0;0;;2;2;2;1;2;2;2;2;1;1;1;2;2;0;2;30;69;99
Mamprugu Moagduri;11;Yiragu;No;0;;;;No;No;0;;;;;;No;0;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;5;0;0;0;0;1;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;2;0;51-65;1;3;2;0;0;;No;0;0;1;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;4;2;1;0;0;0;0;;2;2;1;0;0;0;1;2;1;1;1;0;0;0;0;15;32;47
Builsa South;15;Zeng;Yes;1;Zeng Junior High/Prim;JHS;JHS 2;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;5;5;0;0;0;0;1;0;1;;Always struggle to pay;2;Always struggle to pay;2;Always struggle to pay;0;2;41-50;0;6;0;0;0;3;Yes;1;3;0;1;0;0;1;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;10;1;1;2;3;0;0;;2;2;1;2;0;0;2;2;2;2;2;2;2;0;1;30;67;97
Builsa South;15;Naadema;Yes;1;Naadema st. Augustine JHS;JHS;JHS 1;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;8;2;0;1;0;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Always able to pay without struggle;2;0;51-65;1;10;6;0;0;3;Yes;1;3;2;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;1;1;0;6;0;1;1;2;0;0;;0;2;2;1;0;1;1;1;2;2;2;2;2;0;2;30;54;84
Builsa South;13;Buteresa;Yes;1;Fumbisi Preparatory;JHS;JHS 1;Yes;No;0;;;;;;Yes;1;Father;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;8;5;0;0;1;0;0;1;2;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Always struggle to pay;1;1;51-65;1;5;1;0;0;2;Yes;1;3;0;0;0;0;1;1;1;0;1;1;0;1;0;0;0;1;1;1;1;0;1;1;0;9;1;1;0;0;0;5;;1;1;1;0;0;0;0;2;2;2;2;2;2;0;0;30;54;84
Mamprugu Moagduri;11;Yiragu;No;0;;;;No;No;0;;;;;;No;0;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;6;2;0;1;0;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;2;0;51-65;1;6;1;0;0;;No;0;0;3;1;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;5;2;1;0;0;0;0;;2;2;1;0;0;0;1;2;1;1;1;0;2;0;0;15;35;50
Binduri;14;TEGBELA;Yes;1;BENGURI Basic;JHS;JHS 1;Yes;No;0;;;;;;Yes;1;Mother;2;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;;21;5;0;0;1;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Always struggle to pay;0;2;41-50;0;6;5;0;0;10;No;0;0;0;3;0;0;0;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;1;1;0;9;1;1;0;0;0;0;;2;2;1;0;0;0;2;2;2;2;2;0;2;0;0;30;58;88
Mamprugu Moagduri;14;Yagaba;Yes;1;Yagaba R/C JHS/PRIM;JHS;JHS 1;Yes;Yes;5;0;0;0;0;1;Yes;1;Father;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;;4;2;0;0;1;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Always able to pay without struggle;2;0;51-65;1;1;0;0;0;0;Yes;1;1;1;2;0;0;0;1;0;0;1;1;1;1;0;0;1;0;1;1;1;0;1;1;1;11;1;1;0;0;0;0;;2;2;1;0;1;0;0;2;2;2;2;2;2;0;0;30;51;81
Builsa South;13;Zeng;Yes;1;Zeng Junior High/Prim;Primary;Primary 6;Yes;No;0;;;;;;Yes;1;Father;1;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;;12;5;0;0;0;0;1;0;1;;Always struggle to pay;2;Always struggle to pay;2;Always struggle to pay;2;2;31-40;0;4;1;0;0;9;Yes;1;5;0;2;0;0;1;1;1;0;1;0;1;1;0;0;0;1;1;1;1;0;1;1;0;9;0;1;0;0;0;0;;0;2;2;0;0;0;2;2;2;2;2;1;2;0;2;30;62;92
Mamprugu Moagduri;18;Kpatorigu;Yes;1;Kpatorigu D/A Jhs;JHS;JHS 2;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;8;5;0;0;1;0;0;0;1;;Always struggle to pay;2;Sometimes struggle to pay with struggle;1;Always struggle to pay;1;2;41-50;0;5;4;0;0;3;Yes;1;5;0;1;0;0;0;0;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;10;0;1;0;0;0;0;;2;2;2;0;0;2;0;2;2;2;2;2;2;0;1;15;59;74
Builsa South;14;Jagsa;Yes;1;Jagsa Guuta;JHS;JHS 1;Yes;No;0;;;;;;Yes;1;Father;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;6;2;1;0;1;0;0;0;2;;Sometimes struggle to pay with struggle;1;Sometimes struggle to pay with struggle;1;Sometimes struggle to pay with struggle;2;1;41-50;0;5;3;0;0;5;Yes;1;3;0;1;0;0;0;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;11;1;1;0;0;0;0;;2;2;2;1;0;0;0;1;2;2;2;0;2;0;0;30;52;82
Mamprugu Moagduri;16;Kpatorigu;Yes;1;Kpatorigu D/A Jhs;JHS;JHS 2;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;999;1;0;0;1;0;0;1;2;;Always struggle to pay;2;Sometimes struggle to pay with struggle;1;Always struggle to pay;2;2;31-40;0;6;3;0;0;1;No;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;9;0;0;0;0;5;5;;2;2;1;0;0;0;0;2;2;1;2;1;2;0;1;15;53;68
Binduri;16;TEGBELA;Yes;1;BENGURI Basic;JHS;JHS 2;No;No;0;;;;;;Yes;1;Father;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;;13;5;0;0;1;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Always struggle to pay;0;2;41-50;0;7;6;0;0;3;No;0;0;0;3;0;0;0;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;1;0;0;7;1;1;0;0;0;0;;2;2;1;0;0;0;1;2;2;2;2;1;2;0;0;15;52;67
Mamprugu Moagduri;18;Yagaba;Yes;1;Yagaba R/C JHS/PRIM;JHS;JHS 2;No;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;;999;2;0;0;1;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;0;Always able to pay without struggle;0;0;65+;2;5;5;0;0;2;Yes;1;1;0;1;0;0;0;1;1;0;1;1;0;0;0;0;1;1;1;1;0;0;1;0;0;7;1;1;0;0;0;0;;2;2;1;0;0;0;0;2;2;2;2;1;2;0;0;30;41;71
Builsa South;17;Naadema;Yes;1;Naadema st. Augustine JHS;JHS;JHS 2;Yes;No;0;;;;;;No;0;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;7;2;0;1;0;0;0;0;1;;Always able to pay without struggle;0;Sometimes struggle to pay with struggle;1;Always able to pay without struggle;1;1;51-65;1;5;3;0;0;5;Yes;1;3;1;1;0;1;0;1;1;0;1;1;0;1;0;0;0;0;1;1;1;0;1;1;0;8;0;0;1;2;0;0;;2;1;1;1;0;2;2;1;2;2;2;2;2;0;1;15;55;70
Builsa South;14;Longmiisa;Yes;1;Fumbisi Preparatory;JHS;JHS 2;Yes;No;0;;;;;;No;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;2;2;1;0;0;0;0;0;1;;Sometimes struggle to pay with struggle;1;Always struggle to pay;2;Sometimes struggle to pay with struggle;2;1;31-40;0;4;0;0;0;0;No;0;0;0;1;0;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;11;0;0;0;0;0;0;;2;1;1;2;0;1;0;2;2;2;2;1;2;0;0;15;42;57
Mamprugu Moagduri;16;Kpatorigu;Yes;1;Kpatorigu D/A Jhs;JHS;JHS 2;Yes;Yes;5;0;0;0;1;0;No;0;;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;13;5;0;0;1;0;0;0;1;;Always struggle to pay;2;Always able to pay without struggle;0;Always struggle to pay;2;2;51-65;1;10;9;0;0;2;Yes;1;3;0;1;0;0;0;1;1;0;1;1;0;1;0;0;0;1;1;1;1;0;1;1;0;9;0;1;0;0;0;0;;2;2;2;2;0;0;0;2;2;2;2;2;2;0;1;15;62;77
Binduri;15;BENGURI;Yes;1;BENGURI Basic;JHS;JHS 1;Yes;No;0;;;;;;Yes;1;Father;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;;5;5;0;0;1;1;0;0;2;;Sometimes struggle to pay with struggle;1;Sometimes struggle to pay with struggle;1;Always struggle to pay;0;2;41-50;0;4;0;0;0;3;No;0;0;0;3;0;0;0;1;1;0;1;1;0;1;0;0;0;1;1;1;1;0;1;0;0;8;1;1;0;0;0;0;;2;2;2;0;0;0;0;2;2;2;2;2;2;0;0;15;52;67
